theme,title,text
culture,толстой: возвращение крыму скифского золота может растянуться на годы,"разбирательство по поводу возвращения коллекции ""скифского золота"" из нидерландов в крым может растянуться на годы, поскольку легитимного прямого судебного решения вынесено быть не может, заявил в интервью риа новости советник президента рф по культуре владимир толстой. коллекция, содержащая около 2 тысяч артефактов, была вывезена из крымских музеев на выставку ""крым: золото и секреты черного моря"" в археологический музей алларда пирсона в амстердаме в начале февраля 2014 года, еще до того, как крым воссоединился с россией. с тех пор стороны не могут решить, кому возвращать артефакты. ""это очень затяжной вопрос, и длиться он может годами. это зависит, конечно, и от общей политической конъюнктуры, потому что прямого судебного решения легитимного вынесено быть не может"", — сказал толстой. он пояснил, что в настоящее время есть много обстоятельств, которые препятствуют быстрому возвращению золота скифов в крым. ""с одной стороны, вещи были частью состава коллекции конкретных музеев, и мировая практика говорит о том, что они должны быть возвращены в музеи, то есть в крымские музеи. (но) с точки зрения европейской юрисдикции крым не признан, как часть российской федерации, а по-прежнему в юрисдикции украины"", — подчеркнул собеседник агентства. толстой отметил, что можно считать, что в настоящее время ""эти вещи находятся на ответственном хранении"". ""дальше очень многое будет зависеть от развития российско-европейского диалога и в целом от политической ситуации"", — добавил он. в ноябре прошлого года окружной суд амстердама решил пока не проводить судебных слушаний по делу о возвращении коллекции скифского золота из нидерландов, разбирательство продолжится в форме обмена письмами. в настоящее время стороны конфликта — крымские музеи, музей алларда пирсона в амстердаме и украина — продолжают обмениваться письмами через окружной суд амстердама. читайте полный текст интервью >>"
culture,толстой: сокращение бюджета минкультуры коснется целевых программ,"министерство культуры при сокращении бюджета уменьшит финансирование ряда целевых программ и постарается, чтобы это не коснулось подведомственных ему учреждений, сообщил в интервью риа новости советник президента по культуре владимир толстой.  он уточнил, что в готовящемся перечне поручений президента рф по итогам совета по культуре постараются включить просьбу деятелей культуры отнестись к бюджету, выделенному минкультуры, ""поделикатнее"". полностью интервью с владимиром толстым читайте здесь >>"
culture,"актеры сериала ""друзья"" появятся в спецвыпуске на американском тв","актеры, исполнившие главные роли в популярном ситкоме ""друзья"", впервые с 2004 года примут участие в специальном выпуске, который выйдет в эфир 21 февраля на американском телеканале nbc, сообщается на сайте телеканала. телеканал подтвердил, что кортни кокс (моника), дженифер энистон (рейчел), лиза кудроу (фиби), мэттью перри (чендлер), мэтт леблан (джо) и дэвид швиммер (росс) примут участие в съемках специального выпуска, посвященного режиссеру джеймсу берроузу (james burrows). в прошлом берроуз снял 15 эпизодов сериала. представитель телеканала роберт гринблат (robert greenblatt) не исключил, что актеры не смогут одновременно появляться в кадре. ""надеюсь, что все шесть будут в одной комнате в одно и то же время, но я не уверен, что мы сможем осуществить это с точки зрения логистики"", — сказал он. запись специального выпуска с участием звезд сериала пройдет в январе в лос-анджелесе, выпуск увидит свет 21 февраля. в сентябре 2014 года ситкому ""друзья"" исполнилось 20 лет. с большим успехом сериал демонстрировался в различных странах мира, в том числе и в россии. всего с 1994 по 2004 год было снято 236 серий."
culture,режиссер-дебютант волобуев встретится со зрителями на премьере фильма,"режиссер-дебютант роман волобуев проведет встречу со зрителями в кинотеатре ""пионер"" в четверг, в день премьеры своего фильма ""холодный фронт"", сообщает пресс-служба кинотеатра. ""в четверг, 14 января, роман волобуев обсудит со зрителями пионера свой режиссерский дебют ""холодный фронт"" в рамках проекта ""премьера с режиссером"". модератор — журналист и сценарист лена ванина"", — говорится в сообщении. ""холодный фронт"" — психологический триллер о разлюбившей друг друга паре в исполнении дарьи чаруши (""мертвые дочери"", ""любовь в большом городе 3"", ""звезда"") и александра молочникова (""братья ч"", ""чемпионы"", ""паук""). саша (чаруша) и илья (молочников) проводят зимние каникулы на севере франции на берегу океана, когда накануне нового года недалеко от их дома выбрасывает на берег тушу неизвестного науке животного. затем илья встречает девушку машу (светлана устинова), которой якобы негде ночевать. позже выясняется, что незваная гостья не так проста, как кажется."
culture,"номинантов на премию ""оскар"" объявят в голливуде в четверг","номинантов на премию академии кинематографических наук и искусств сша ""оскар"" назовут в четверг в голливуде, 88-я церемония вручения награды состоится 28 февраля. традиционно имена претендентов на самую престижную награду в мире кино объявят ранним утром в присутствии нескольких сотен журналистов, сайт премии будет вести прямую трансляцию. в этом году чести представить лучших в 24 категориях премии удостоены обладатель трех ""оскаров"" режиссер энг ли (ли ань), мексиканский режиссер гильермо дель торо и актер джон красински. на ""оскар"" в главной номинации, согласно правилам, могут быть выдвинуты от пяти до десяти картин. практически единогласно критики прочат в число номинантов обойденные вниманием ""золотого глобуса"" картины ""в центре внимания"" и ""игра на понижение"". ожидается, что места в борьбе за самую престижную кинонаграду года также удостоятся фильмы ""выживший"", ""марсианин"", ""безумный макс: дорога ярости"", ""кэрол"", ""шпионский мост"", а также, не исключено, ""звездные войны: пробуждение силы"", ""комната"" и ""бруклин"". триумфатор ""золотого глобуса"" вестерн ""выживший"" гарантировано, считают киноманы, принесет номинацию режиссеру алехандро гонсалесу иньярриту и исполнителю главной роли леонардо ди каприо: актер до сих пор ни разу не был удостоен ""оскара"" и, прогнозируют критики, лишения и мучения, которые ему пришлось вытерпеть на съемках картины, ""выживая"" в канадской тундре, должны окупиться долгожданной золотой статуэткой. конкуренцию ему, наиболее вероятно, составят мэтт дэймон и триумфатор прошлого года эдди редмэйн. в претенденты на номинацию среди актрис как главной, так и роли второго плана прочат кейт бланшетт и ее напарницу по картине ""кэрол"" руни мару, новоиспеченную обладательницу ""золотого глобуса"" бри ларсон, а также дженнифер лоуренс, которой сотрудничество с режиссером дэвидом оуэном расселом уже приносило ""оскар"" в 2013 году. наиболее вероятной претенденткой на место в борьбе за победу в номинации актриса второго плана считается кейт уинслет, киноманы также прочат номинацию алисии викандер и дженнифер джейсон ли. главная ежегодная национальная кинопремия сша — ""оскар"" — присуждается американской академией кинематографических искусств и наук. победители получают статуэтку — фигурку рыцаря, держащего перед собой меч и стоящего на катушке с кинопленкой, пять спиц которой символизируют пять самых первых гильдий академии: актеров, режиссеров, продюсеров, кинотехников и сценаристов."
culture,минкультуры не будет сокращать расходы на кинематографию в 2016 году,"министерство культуры готовит предложение по сокращению расходов, оно не коснется бюджета на мероприятия, связанные с годом кино, сообщила пресс-служба ведомства в среду глава минфина антон силуанов сообщил, что правительство рф уже приняло решение об оптимизации бюджета, министерства должны до середины января подготовить и представить в минфин свои предложения о сокращении расходов на 10%. предложения по корректировке бюджета рф на 2016 год должны быть готовы к концу первого квартала. ""секвестр бюджета не затронет расходы минкультуры россии на кинематографию, которая в год кино будет профинансирована в полном объеме"", — цитирует пресс-служба директора департамента кинематографии минкультуры рф вячеслава тельнова. в пресс-службе минкультуры сообщили, что сокращение также не коснется заработной платы сотрудников учреждений, подведомственных минкультуры россии. защищенными статьями стали расходы на капитальный ремонт подведомственных учреждений и расходы на государственную поддержку культуры сельских поселений."
culture,сми: дэвида боуи похоронят в нью-йорке,"похороны легендарного британского исполнителя дэвида боуи пройдут в нью-йорке, сообщает в среду газета mercury. по данным издания, на похоронах боуи будут присутствовать его друзья, в том числе музыканты мик джаггер, боно и пол маккартни. другие подробности, а также дата похорон пока не сообщаются. ранее сообщалось, что в конце марта в нью-йоркском карнеги-холле пройдет концерт памяти легендарного исполнителя. дэвид боуи умер в возрасте 69 лет. причиной смерти рок-музыканта стал рак печени. о том, что он болен, знал лишь ближайший круг друзей легендарного исполнителя. дэвид боуи (настоящее имя дэвид роберт джонс) начал музыкальную карьеру в 1960-х годах, а в 1972 году композиция с альбома the rise and fall of ziggy stardust and the spiders from mars попала в число лидеров британского хит-парада. в разные годы боуи работал с такими легендами рок-музыки как джон леннон и брайан ино. его альбомы и синглы продавались миллионными тиражами по всему миру. в 2000 году боуи был признан британским журналом nme самым влиятельным музыкантом столетия. он также занял 29-место в списке ""ста величайших британцев"". в 2003 году боуи был награжден титулом рыцаря, однако отказался от него. "
culture,актер стивен сигал готов восстановить в белграде калмыцкий храм,"американский актер стивен сигал, ранее получивший гражданство сербии, заявил, что хочет принять участие в восстановлении старейшего в европе калмыцкого буддистского храма, пострадавшего во время битвы за белград в 1944 году и впоследствии уничтоженного. несколько дней назад сербский премьер александар вучич вручил сигалу гражданский и заграничный паспорта республики сербия. калмыцкий буддийский храм действовал в белграде в 1928—1944 годах и обслуживал духовные нужды калмыцких эмигрантов, бежавших от гражданской войны. храм был частично разрушен во время битвы за белград и через несколько лет снесён. храм часто называют ""первым буддийским храмом в европе"". ""я принял гражданство сербии не для того, чтобы представлять эту страну за рубежом. я убеждён, что я могу многое сделать для сербии в самой сербии, — сказал знаменитый голливудский киноактёр и мастер боевых искусств в интервью sputnik. – он добавил, что с радостью бы принял участие в восстановлении калмыцкого храма в белграде, о котором слышал, что это самый старый буддистский храм в европе"". ""я сейчас занимаюсь исследованиями судьбы калмыцкого народа, видел некоторые документы. и если это правда, то я с удовольствием занялся бы этим делом, если получу ""добро"" от сербского премьера"", — добавил актер, давно исповедующий буддизм. кроме того он отметил, что достаточно знает и о знаменитой киностудии в белградском районе кошутняк (kosutnjak), которая давно не работает и превращается в руины. ""здесь можно было бы что-то восстановить, а что-то – уже нельзя. мы с премьером много разговаривали об этой киностудии, и я сказал, что сюда можно было бы привезти специалистов, чтобы они посмотрели, что здесь можно восстановить. я хотел бы пригласить сюда настоящих людей, чтобы они начали по-настоящему что-то делать"", — сказал сигал. актер планирует снимать в сербии кино, хочет ""привести туда голливуд"". ""я сейчас размышляю над тем, чтобы пригласить в сербию многочисленные съёмочные группы. здесь есть всё – и пейзажи, и площадки, и архитектура… то есть можно снять в сербии, а выглядеть это будет, как будто снято в любом другом уголке мира. я хочу привезти сюда голливуд, представителей голливудского киносообщества и создать здесь кинематографическую инфраструктуру. более того, я сказал премьеру, что хотел бы отвечать и за боевые искусства, прежде всего, айкидо. вот, собственно, то, чему я хотел бы посвятить себя в сербии"", — подытожил он."
culture,средства на фильм об одессе со жванецким соберут краудфандингом,"документальный фильм ""интонации большой одессы"", героями которого стали известные одесситы, живущие в разных частях света, в том числе сатирик михаил жванецкий, режиссер марлен хуциев, актеры ""квартета и"" леонид барац и ростислав хаит, выставлен во вторник на краудфандинг, сообщила риа новости продюсер фильма сусанна альперина. ""фильм об одессе и известных одесситах мы начали снимать в 2012 году до всех трагических событий. на сегодняшний день снято три четверти фильма. нужны дополнительные средства для его завершения. картина выставлена на краудфандинг на сайте planeta.ru. почему мы рассчитываем на народные деньги? потому что не хотим зависеть от политики"", — рассказала альперина, которая является одесситкой, как и режиссер фильма александр бруньковский. по словам бруньковского (""ирина скобцева. жизнь дездемоны"", ""маршал лёлик табаков"", цикл телефильмов ""севастопольские рассказы""), политики и прямого обращения к ней или к сегодняшней ситуации на украине в фильме нет, но есть ""косвенные визуальные решения, направленные на то, как важен мир, юмор и взаимопонимание между людьми, в какой точке земного шара они бы сегодня ни находились"". ""я из одессы — здрасьте!"" герои фильма – одесситы, уехавшие из родного города, но не потерявшие с ним связь. в их числе сатирик михаил жванецкий, экс-министр экономики рф евгений ясин, актеры роман карцев, юрий стоянов, леонид барац и ростислав хаит, ирина ратушинская, журналист виктор лошак, режиссеры марлен хуциев, иосиф райхельгауз, михаил левитин. они пытаются разгадать феномен одессы. отчего существуют города, где их жители все время смеются? и что есть смех — способ общения, способ выжить или способ создания легенды? ""одесса – неповторимый город, он имеет свое лицо – полная узнаваемость. это музыка, литература, разговорный язык. как у нас говорят, первый куплет песни рождается всегда в одессе, а последний уже где-нибудь в магадане"", — рассказал риа новости жванецкий. герои фильма проживают ныне в москве, нью-йорке, берлине, вене, хайфе и других городах мира. ""все они в каком-то смысле сироты. они разъехались по всему миру, говорят на разных языках со своими детьми. и далеко не все их дети понимают специфический язык и юмор, который наши герои увезли с собой"", — рассказал бруньковский. известные деятели культуры, вспоминая одессу, размышляют, хотели бы они туда вернуться, зачем и ради чего? по мнению одного из героев фильма, журналиста виктора лошака, ""одесса очень хороша, чтобы остаться мифом для людей, которые из нее уехали"". ""мы счастливо в ней жили и счастливо уехали"", — резюмировал он."
culture,"премьеры недели: новый тарантино, боксерская драма и русский триллер","первая рабочая неделя после затяжных новогодних каникул обещает быть богатой на кинопремьеры – так, в четверг на российские экраны выходят ""омерзительная восьмерка"" квентина тарантино, продолжение знаменитой боксерской франшизы ""крид: наследие рокки"", режиссерский дебют кинокритика романа волобуева ""холодный фронт"" и четвертая по счету картина про приключения элвина и бурундуков. ""омерзительная восьмерка"" одной из самых ожидаемых премьер станет новый фильм тарантино ""омерзительная восьмерка"" о пестрой компании затерянных в снегах путешественников, среди которых охотник за головами, ковбой, генерал конфедератов и мексиканец. тарантино продолжает начавшуюся еще в ""бесславных ублюдках"" историческую тему и на этот раз запечатлевает сша xix века после окончания гражданской войны. практически все актеры, исполнившие основные роли, уже работали с тарантино — сэмюэл л. джексон, курт расселл, майкл мэдсен, тим рот. несмотря на то, что в широкий прокат в россии фильм выходит только в четверг, его уже показывают во многих кинотеатрах, и за первый уикенд картина собрала 105 миллионов рублей, оказавшись на третьем месте в пятерке лидеров проката. в сша ""омерзительная восьмерка"" стартовала в рождество, 25 декабря, и получила в основном положительные отзывы критиков. оценка критиков на сайте rotten tomatoes составляет 7.3 из 10, а зрительской аудитории — 3.8 из 5. согласно сайту ""кинопоиск"", российские критики не так радушно приняли новый фильм американского кинореформатора — рейтинг картины составляет 67%. ""наследие рокки"" подарком в новом году для поклонников знаменитой боксерской франшизы станет фильм ""крид: наследие рокки"" со сильвестром сталлоне и майклом б. джорданом в главных ролях. на этот раз на ринг выйдет адонис джонсон (джордан) — сын соперника, а позже лучшего друга рокки бальбоа аполло крида. адонис обращается к рокки (сталлоне) с просьбой тренировать его. несмотря на то, что рокки клянется, что вышел из игры, он замечает в адонисе силу и решимость, которые он помнит в самом аполло – яростном противнике, ставшем его лучшим другом. дав согласие, рокки тренирует молодого боксера, хотя бывшему чемпиону теперь противостоит противник куда более смертоносный, чем любой из тех, с кем он прежде сталкивался на ринге. по оценкам критиков, новый фильм франшизы получает интересное направление, при этом оставаясь верным своим корням. как отметил известный американский кинокритик роджер эберт ""крид"" так напоминает фильм 1976 года, который познакомил нас с рокки бальбоа, что ""те, кто никогда не видели этой картины, влюбятся в ""крида"" так же, как зрители влюбились в ""рокки"" 40 лет назад… в процессе фильм также напоминает нам, что в руках правильного режиссера, сильвестр сталлоне может быть потрясающим актером"". именно за этот фильм сталлоне получил первый в своей карьере ""золотой глобус"" в номинации ""лучший актер второго плана"". ""я благодарен рокки бальбоа за то, что все эти годы он был моим лучшим другом"", — признался на церемонии актер. ""холодный фронт"" не обойдется в день премьер и без русских фильмов. в четверг выходит дебют кинокритика романа волобуева, психологический триллер о разлюбившей друг друга паре в исполнении дарьи чаруши (""мертвые дочери"", ""любовь в большом городе 3"", ""звезда"") и александра молочникова (""братья ч"", ""чемпионы"", ""паук""). саша (чаруша) и илья (молочников) проводят зимние каникулы на севере франции на берегу океана, когда накануне нового года недалеко от их дома выбрасывает на берег тушу неизвестного науке животного. затем илья встречает девушку машу (светлана устинова), которой якобы негде ночевать. позже выясняется, что незваная гостья не так проста, как кажется. согласно ""кинопоиску"", российскому зрителю очень интересно, что вышло из смелого решения волобуева пересесть в режиссерское кресло: рейтинг ожидаемости картины составляет 95%. ""элвин и бурундуки"" анимационный фильм ""элвин и бурундуки: грандиозное бурундуключение"" расскажет о путешествии бурундуков элвина, саймона и теодора по америке. по словам режиссера фильма уолта бекера в этот раз ""бурундуки немного подросли, и этот фильм уже посвящен поискам себя и смысла жизни. мы хотим снять фильм, интересный и взрослым, и детям"". как обещают продюсеры, в музыкальном плане фильм никого не оставит равнодушным. каждая остановка во время путешествия бурундуков и майлза имеет свой особый музыкальный характер – от современных композиций в стиле ""хип-хоп"" и кантри в техасском баре до джаза, блюза, фанка нью-орлеана и латиноамериканских мелодий майами. четвертая по счету история про приключения грызунов не вызвал энтузиазма ни у зрителей, ни у критиков. rotten tomatoes дает ему оценку 3.4 из 10, а рейтинг среди кинокритиков на ""кинопоиске"" составляет всего 17%."
culture,"валерия ланская станет новой ведущей третьего сезона шоу ""голос. дети""","соведущей дмитрия нагиева в третьем сезоне музыкального проекта ""голос. дети"" станет актриса валерия ланская, сообщается на сайте первого канала. ""новой ведущей третьего сезона шоу ""голос. дети"" стала актриса театра и кино, участница многих проектов первого канала валерия ланская"", — говорится в сообщении. в прошлых сезонах соведущими нагиева были модель наталья водянова и певица, участница взрослого ""голоса"" анастасия чеважевская. наставниками нового сезона проекта станут певцы дима билан, леонид агутин и пелагея. в прошлых сезонах, помимо билана и пелагеи, наставником был российский музыкант и продюсер максим фадеев. однако ранее фадеев подтвердил риа новости, что не будет участвовать в третьем сезоне ""голоса. дети"". шоу ""голос. дети"" — российская версия международного вокального проекта the voice kids."
culture,толстой: у музеев нет трудностей из-за сокращения числа охранников,"федеральные музеи не испытывают больших трудностей в связи с сокращением численности вневедомственной охраны в культурных учреждениях, заявил в среду советник президента рф по культуре владимир толстой на пресс-конференции в миа ""россия сегодня"". ранее минкультуры рф владимир мединский сообщил, что достигнуто соглашение о сокращении на 60% численности сотрудников мвд во всех музеях рф, однако штат охраны федеральных музеев по внешнему периметру останется прежним. он отметил, что в настоящее время культурные ценности охраняются полицейскими, а административные зоны — охранниками чопов. ""та угроза, которая нависала… усилиями во многом министерства культуры, все-таки удалось минимизировать последствия этой оптимизации"", — добавил толстой."
culture,в  карнеги-холле в конце марта пройдет концерт памяти дэвида боуи,"концерт памяти легендарного исполнителя дэвида боуи, ушедшего из жизни 11 января, пройдет 31 марта в нью-йоркском карнеги-холле. ""неожиданная смерть дэвида боуи превратила этот концерт в честь исполнителя, над которым мы работали последние семь месяцев, в концерт его памяти"", — сообщается на сайте организаторов концерта. дэвид боуи умер в возрасте 69 лет. причиной смерти рок-музыканта стал рак печени. о том, что он болен, знал лишь ближайший круг друзей легендарного исполнителя. "
culture,"фестиваль ""первозданная россия"" посетят 150 тысяч человек","ожидается, что общероссийский фестиваль природы ""первозданная россия"" посетят 150 тысяч человек, сообщил руководитель мероприятия, президент российского союза фотографов-анималистов олег пантелеев. агентство риа новости медиагруппы ""россия сегодня"" выступает генеральным информационным партнером фестиваля ""первозданная россия"". в рамках фестиваля агентство покажет фильм, основу которого составили уникальные фотоснимки из фотобанка риа новости. фильм расскажет о природной красоте россии глазами фотожурналистов агентства. на пресс-конференции, посвященной фестивалю, директор объединенной фотодирекции миа ""россия сегодня"" александр штоль показал презентационную версию этого фильма и отметил, что это поможет развитию и процветанию туризма внутри страны. ""ожидается, что 150 тысяч человек посетят выставку. ""первозданная россия"" — самый путешествующий проект. в прошлом году мы посетили более 70 стран — начали с крыма и закончили в чили, в этом году начали совместно с проектом ""самая красивая страна"" в милане и закончили в сирии"", — сказал пантелеев в на мультимедийной площадке миа ""россия сегодня"" в среду. он уточнил, что организаторами фестиваля являются совет федерации и русское географическое общество. в многогранном проекте представят фотовыставки, пройдет кинофестиваль и будет показан народный промысел ""тема россии"". ""около 40 выставок отобраны экспертным советом — кто-то занимается фотографией профессионально, кто-то любительски, есть отдельные выставки и есть конкурсы. будет очень много неожиданностей, например, выставка касперского"", — сказал пантелеев. по его словам, на протяжении всего месяца будет проходить кинофестиваль, который представят несколько групп. третий общероссийский фестиваль природы ""первозданная россия"" пройдет с 22 января по 25 февраля в центральном доме художника. в рамках фестиваля будут представлены лучшие снимки российских фотографов-натуралистов, продемонстрирована аудиовизуальная инсталляция, посвященная волге, особое внимание будет уделено экспозиции работ путешественника федора конюхова. одним из лейтмотивов фестиваля станет вопрос сохранения редчайшего хищника — амурского тигра. посетители смогут в режиме реального времени наблюдать за жизнью знаменитых друзей — тигра амура и козла тимура."
culture,"в ансамбле ""самоцветы"" опровергли данные о госпитализации преснякова","музыкант и композитор владимир пресняков- старший не госпитализирован и чувствует себя нормально, сообщили риа новости в администрации группы ""самоцветы"". ранее сми сообщили, что пресняков-старший госпитализирован во вторник из-за проблем с дыханием. ""никто не госпитализирован, не волнуйтесь. все живы и здоровы. владимир петрович чувствует себя нормально, рядовое обращение к врачу, повода для паники нет"", — сообщили в администрации виа ""самоцветы"", в котором пресняков-старший играет с 1970-х годов. заслуженный артист россии, композитор и саксофонист владимир пресняков-старший, отец музыканта владимира преснякова, пришел в виа ""самоцветы"" в 1975 году вместе с супругой еленой по приглашению руководителя ансамбля юрия маликова. пресняковым-старшим написаны сотни песен, исполненных многими звёздами отечественной эстрады: его песни поют а. пугачёва, л. лещенко, л. долина, м. боярский, а. градский, и. николаев, в. пресняков-младший, к. орбакайте."
