,text,theme,title
49,"министерство культуры при сокращении бюджета уменьшит финансирование ряда целевых программ и постарается, чтобы это не коснулось подведомственных ему учреждений, сообщил в интервью риа новости советник президента по культуре владимир толстой.  он уточнил, что в готовящемся перечне поручений президента рф по итогам совета по культуре постараются включить просьбу деятелей культуры отнестись к бюджету, выделенному минкультуры, ""поделикатнее"". полностью интервью с владимиром толстым читайте здесь >>",culture,толстой: сокращение бюджета минкультуры коснется целевых программ
50,"актеры, исполнившие главные роли в популярном ситкоме ""друзья"", впервые с 2004 года примут участие в специальном выпуске, который выйдет в эфир 21 февраля на американском телеканале nbc, сообщается на сайте телеканала. телеканал подтвердил, что кортни кокс (моника), дженифер энистон (рейчел), лиза кудроу (фиби), мэттью перри (чендлер), мэтт леблан (джо) и дэвид швиммер (росс) примут участие в съемках специального выпуска, посвященного режиссеру джеймсу берроузу (james burrows). в прошлом берроуз снял 15 эпизодов сериала. представитель телеканала роберт гринблат (robert greenblatt) не исключил, что актеры не смогут одновременно появляться в кадре. ""надеюсь, что все шесть будут в одной комнате в одно и то же время, но я не уверен, что мы сможем осуществить это с точки зрения логистики"", — сказал он. запись специального выпуска с участием звезд сериала пройдет в январе в лос-анджелесе, выпуск увидит свет 21 февраля. в сентябре 2014 года ситкому ""друзья"" исполнилось 20 лет. с большим успехом сериал демонстрировался в различных странах мира, в том числе и в россии. всего с 1994 по 2004 год было снято 236 серий.",culture,"актеры сериала ""друзья"" появятся в спецвыпуске на американском тв"
51,"режиссер-дебютант роман волобуев проведет встречу со зрителями в кинотеатре ""пионер"" в четверг, в день премьеры своего фильма ""холодный фронт"", сообщает пресс-служба кинотеатра. ""в четверг, 14 января, роман волобуев обсудит со зрителями пионера свой режиссерский дебют ""холодный фронт"" в рамках проекта ""премьера с режиссером"". модератор — журналист и сценарист лена ванина"", — говорится в сообщении. ""холодный фронт"" — психологический триллер о разлюбившей друг друга паре в исполнении дарьи чаруши (""мертвые дочери"", ""любовь в большом городе 3"", ""звезда"") и александра молочникова (""братья ч"", ""чемпионы"", ""паук""). саша (чаруша) и илья (молочников) проводят зимние каникулы на севере франции на берегу океана, когда накануне нового года недалеко от их дома выбрасывает на берег тушу неизвестного науке животного. затем илья встречает девушку машу (светлана устинова), которой якобы негде ночевать. позже выясняется, что незваная гостья не так проста, как кажется.",culture,режиссер-дебютант волобуев встретится со зрителями на премьере фильма
52,"номинантов на премию академии кинематографических наук и искусств сша ""оскар"" назовут в четверг в голливуде, 88-я церемония вручения награды состоится 28 февраля. традиционно имена претендентов на самую престижную награду в мире кино объявят ранним утром в присутствии нескольких сотен журналистов, сайт премии будет вести прямую трансляцию. в этом году чести представить лучших в 24 категориях премии удостоены обладатель трех ""оскаров"" режиссер энг ли (ли ань), мексиканский режиссер гильермо дель торо и актер джон красински. на ""оскар"" в главной номинации, согласно правилам, могут быть выдвинуты от пяти до десяти картин. практически единогласно критики прочат в число номинантов обойденные вниманием ""золотого глобуса"" картины ""в центре внимания"" и ""игра на понижение"". ожидается, что места в борьбе за самую престижную кинонаграду года также удостоятся фильмы ""выживший"", ""марсианин"", ""безумный макс: дорога ярости"", ""кэрол"", ""шпионский мост"", а также, не исключено, ""звездные войны: пробуждение силы"", ""комната"" и ""бруклин"". триумфатор ""золотого глобуса"" вестерн ""выживший"" гарантировано, считают киноманы, принесет номинацию режиссеру алехандро гонсалесу иньярриту и исполнителю главной роли леонардо ди каприо: актер до сих пор ни разу не был удостоен ""оскара"" и, прогнозируют критики, лишения и мучения, которые ему пришлось вытерпеть на съемках картины, ""выживая"" в канадской тундре, должны окупиться долгожданной золотой статуэткой. конкуренцию ему, наиболее вероятно, составят мэтт дэймон и триумфатор прошлого года эдди редмэйн. в претенденты на номинацию среди актрис как главной, так и роли второго плана прочат кейт бланшетт и ее напарницу по картине ""кэрол"" руни мару, новоиспеченную обладательницу ""золотого глобуса"" бри ларсон, а также дженнифер лоуренс, которой сотрудничество с режиссером дэвидом оуэном расселом уже приносило ""оскар"" в 2013 году. наиболее вероятной претенденткой на место в борьбе за победу в номинации актриса второго плана считается кейт уинслет, киноманы также прочат номинацию алисии викандер и дженнифер джейсон ли. главная ежегодная национальная кинопремия сша — ""оскар"" — присуждается американской академией кинематографических искусств и наук. победители получают статуэтку — фигурку рыцаря, держащего перед собой меч и стоящего на катушке с кинопленкой, пять спиц которой символизируют пять самых первых гильдий академии: актеров, режиссеров, продюсеров, кинотехников и сценаристов.",culture,"номинантов на премию ""оскар"" объявят в голливуде в четверг"
53,"министерство культуры готовит предложение по сокращению расходов, оно не коснется бюджета на мероприятия, связанные с годом кино, сообщила пресс-служба ведомства в среду глава минфина антон силуанов сообщил, что правительство рф уже приняло решение об оптимизации бюджета, министерства должны до середины января подготовить и представить в минфин свои предложения о сокращении расходов на 10%. предложения по корректировке бюджета рф на 2016 год должны быть готовы к концу первого квартала. ""секвестр бюджета не затронет расходы минкультуры россии на кинематографию, которая в год кино будет профинансирована в полном объеме"", — цитирует пресс-служба директора департамента кинематографии минкультуры рф вячеслава тельнова. в пресс-службе минкультуры сообщили, что сокращение также не коснется заработной платы сотрудников учреждений, подведомственных минкультуры россии. защищенными статьями стали расходы на капитальный ремонт подведомственных учреждений и расходы на государственную поддержку культуры сельских поселений.",culture,минкультуры не будет сокращать расходы на кинематографию в 2016 году
54,"похороны легендарного британского исполнителя дэвида боуи пройдут в нью-йорке, сообщает в среду газета mercury. по данным издания, на похоронах боуи будут присутствовать его друзья, в том числе музыканты мик джаггер, боно и пол маккартни. другие подробности, а также дата похорон пока не сообщаются. ранее сообщалось, что в конце марта в нью-йоркском карнеги-холле пройдет концерт памяти легендарного исполнителя. дэвид боуи умер в возрасте 69 лет. причиной смерти рок-музыканта стал рак печени. о том, что он болен, знал лишь ближайший круг друзей легендарного исполнителя. дэвид боуи (настоящее имя дэвид роберт джонс) начал музыкальную карьеру в 1960-х годах, а в 1972 году композиция с альбома the rise and fall of ziggy stardust and the spiders from mars попала в число лидеров британского хит-парада. в разные годы боуи работал с такими легендами рок-музыки как джон леннон и брайан ино. его альбомы и синглы продавались миллионными тиражами по всему миру. в 2000 году боуи был признан британским журналом nme самым влиятельным музыкантом столетия. он также занял 29-место в списке ""ста величайших британцев"". в 2003 году боуи был награжден титулом рыцаря, однако отказался от него. ",culture,сми: дэвида боуи похоронят в нью-йорке
55,"благотворительный музыкально-поэтический спектакль ""крылья будней"" с участием известной российской актрисы чулпан хаматовой и знаменитого скрипача гидона кремера принес более 17 тысяч фунтов стерлингов, которые будут направлены на помощь российским детям с онкологическими заболеваниями — подопечным фондов gift of life и ""подари жизнь"". вечер прошел накануне вечером в церкви святого павла в ковент-гардене. ""спектакль имел большой успех, среди зрителей были актриса и соучредитель фондов дина корзун, художник эрик булатов, посол рф в великобритании александр яковенко с супругой и многие другие"", — рассказала риа новости в среду представитель фонда. спектакль ""крылья будней"" соединил вместе стихи марины цветаевой и латышской поэтессы аспазии, в произведениях которых хаматова обнаружила созвучия, звуковые и смысловые переклички. музыкальная часть спектакля, за которую отвечают скрипач гидон кремер и музыканты его оркестра ""кремерата балтика"", объединила произведения русского классика петра чайковского, современного украинского композитора валентина сильвестрова, прозванного ""королем танго"" латвийско-российского композитора оскара строка и латышского композитора георгия пелециса. ""все вырученные средства, более 17 тысяч фунтов стерлингов, пойдут на покупку дорогостоящих зарубежных лекарств, необходимым детям, находящимся на попечении фонда ""подари жизнь"" в россии"", — сказала собеседница агентства. фонд gift of life — британская партнерская организация российского благотворительного фонда ""подари жизнь"". он был основан в 2011 году, чтобы дать возможность фонду ""подари жизнь"" обратиться к благотворителям за пределами россии — как иностранцам, так и выходцам из россии, живущим в великобритании и других странах. фонду gift of life уже удалось собрать более 2 миллионов фунтов для помощи детям с онкологическими и онкогематологическими заболеваниями, в том числе для покупки жизненно важных лекарств, недоступных в россии, и для поисков подходящих доноров костного мозга.",culture,спектакль чулпан хаматовой в лондоне собрал 17 тысяч фунтов
56,"эротическая мелодрама ""пятьдесят оттенков серого"", ""пиксели"" и актерский дуэт джонни деппа и гвинет пэлтроу в фильме ""мордекай"" рискуют оказаться худшими на киноэкране по итогам 2015 года, лауреаты премии ""золотая малина"" будут объявлены 27 февраля накануне присуждения награды американской киноакадемии ""оскар"". как стало известно в среду, претендентами на победу в категории худшая картина стали ""фантастическая четверка"", эротическая мелодрама ""пятьдесят оттенков серого"" (fifty shades of grey), ""восхождение юпитер"" (jupiter ascending), комедийный боевик ""толстяк против всех"" и ""пиксели"". за звание худшей актрисы поборются кэтрин хэйгл за фильм ""север ада"", дакота джонсон (""пятьдесят оттенков серого""), мила кунис за ""восхождение юпитер"", дженнифер лопез (""поклонник"") и гвинет пэлтроу (""мордекай""). худшим актером года рискуют стать чэннинг татум (""восхождение юпитер""), джейми дорнан (""пятьдесят оттенков серого""), джонни депп за ""мордекай"" и адам сендлер сразу за две провальных картины года (""пиксели"" и ""сапожник""), а также кевин джеймс за комедийный боевик ""толстяк против всех"". рекордсменами по числу номинаций стали ""пятьдесят оттенков серого"", удостоенный упоминания в том числе за режиссуру и сценарий, ""толстяк против всех"", ""восхождение юпитер"" и ""пиксели"", эти картины заявлены в шести категориях. церемония награждения лауреатов ""золотой малины"" состоится в голливуде в 36-й раз 27 февраля. она традиционно пройдет накануне вручения премии киноакадемии сша ""оскар"". победители, которые обычно не присутствуют на отмечающей их позор на большом экране церемонии, получают статуэтку в виде покрытой краской золотого цвета малины, стоимость которой не превышает пяти долларов.",culture,"""пятьдесят оттенков серого"" получил 6 номинаций на ""золотую малину"""
57,"совместный спектакль московского театра им. пушкина и театральной компании cheek by jowl ""мера за меру"" откроет фестиваль ""shakespeare 400 chicago"", приуроченный к 400-летию со дня смерти великого драматурга, сообщили риа новости в пресс-службе театра. спектакль уже смогли увидеть не только российские зрители. в рамках европейского турне, которое проходило в течение двух театральных сезонов, постановку смогли оценить любители театра в испании, франции и великобритании. а в январе ""мера за меру"" откроет в чикаго фестиваль, приуроченный к 400-летию со дня смерти шекспира. с 27 по 31 января спектакль будет показан в чикагском шекспировском театре. и эти пять представлений станут первым событием фестиваля. компания cheek by jowl основана знаменитым британским режиссером декланом доннелланом и его постоянным соавтором художником ником ормеродом. доннеллан, известный своими работами по шекспировской драматургии, вместе с артистами театра им. пушкина пересказывает этот горький, но все же вселяющий надежду на лучшее сюжет великого автора. соавторам режиссера выступили: создатель сценографии ормерод, автор музыки павел акимкин и актерский ансамбль, в котором солируют александр арсентьев, александр феклистов, андрей кузичев и анна халилулина. помимо фестиваля в чикаго в 2016 году состоятся премьеры спектаклей, концерты, литературные вечера и выставки, посвященные великому драматургу. центральным событием станет международный фестиваль, объединяющий все жанры и направления театра и музыки. ""мера за меру"" — пьеса уильяма шекспира, написанная предположительно в 1603 или 1604 году.",culture,шекспировский фестиваль в чикаго откроют спектаклем театра им. пушкина
58,"американский актер стивен сигал, ранее получивший гражданство сербии, заявил, что хочет принять участие в восстановлении старейшего в европе калмыцкого буддистского храма, пострадавшего во время битвы за белград в 1944 году и впоследствии уничтоженного. несколько дней назад сербский премьер александар вучич вручил сигалу гражданский и заграничный паспорта республики сербия. калмыцкий буддийский храм действовал в белграде в 1928—1944 годах и обслуживал духовные нужды калмыцких эмигрантов, бежавших от гражданской войны. храм был частично разрушен во время битвы за белград и через несколько лет снесён. храм часто называют ""первым буддийским храмом в европе"". ""я принял гражданство сербии не для того, чтобы представлять эту страну за рубежом. я убеждён, что я могу многое сделать для сербии в самой сербии, — сказал знаменитый голливудский киноактёр и мастер боевых искусств в интервью sputnik. – он добавил, что с радостью бы принял участие в восстановлении калмыцкого храма в белграде, о котором слышал, что это самый старый буддистский храм в европе"". ""я сейчас занимаюсь исследованиями судьбы калмыцкого народа, видел некоторые документы. и если это правда, то я с удовольствием занялся бы этим делом, если получу ""добро"" от сербского премьера"", — добавил актер, давно исповедующий буддизм. кроме того он отметил, что достаточно знает и о знаменитой киностудии в белградском районе кошутняк (kosutnjak), которая давно не работает и превращается в руины. ""здесь можно было бы что-то восстановить, а что-то – уже нельзя. мы с премьером много разговаривали об этой киностудии, и я сказал, что сюда можно было бы привезти специалистов, чтобы они посмотрели, что здесь можно восстановить. я хотел бы пригласить сюда настоящих людей, чтобы они начали по-настоящему что-то делать"", — сказал сигал. актер планирует снимать в сербии кино, хочет ""привести туда голливуд"". ""я сейчас размышляю над тем, чтобы пригласить в сербию многочисленные съёмочные группы. здесь есть всё – и пейзажи, и площадки, и архитектура… то есть можно снять в сербии, а выглядеть это будет, как будто снято в любом другом уголке мира. я хочу привезти сюда голливуд, представителей голливудского киносообщества и создать здесь кинематографическую инфраструктуру. более того, я сказал премьеру, что хотел бы отвечать и за боевые искусства, прежде всего, айкидо. вот, собственно, то, чему я хотел бы посвятить себя в сербии"", — подытожил он.",culture,актер стивен сигал готов восстановить в белграде калмыцкий храм
59,"документальный фильм ""интонации большой одессы"", героями которого стали известные одесситы, живущие в разных частях света, в том числе сатирик михаил жванецкий, режиссер марлен хуциев, актеры ""квартета и"" леонид барац и ростислав хаит, выставлен во вторник на краудфандинг, сообщила риа новости продюсер фильма сусанна альперина. ""фильм об одессе и известных одесситах мы начали снимать в 2012 году до всех трагических событий. на сегодняшний день снято три четверти фильма. нужны дополнительные средства для его завершения. картина выставлена на краудфандинг на сайте planeta.ru. почему мы рассчитываем на народные деньги? потому что не хотим зависеть от политики"", — рассказала альперина, которая является одесситкой, как и режиссер фильма александр бруньковский. по словам бруньковского (""ирина скобцева. жизнь дездемоны"", ""маршал лёлик табаков"", цикл телефильмов ""севастопольские рассказы""), политики и прямого обращения к ней или к сегодняшней ситуации на украине в фильме нет, но есть ""косвенные визуальные решения, направленные на то, как важен мир, юмор и взаимопонимание между людьми, в какой точке земного шара они бы сегодня ни находились"". ""я из одессы — здрасьте!"" герои фильма – одесситы, уехавшие из родного города, но не потерявшие с ним связь. в их числе сатирик михаил жванецкий, экс-министр экономики рф евгений ясин, актеры роман карцев, юрий стоянов, леонид барац и ростислав хаит, ирина ратушинская, журналист виктор лошак, режиссеры марлен хуциев, иосиф райхельгауз, михаил левитин. они пытаются разгадать феномен одессы. отчего существуют города, где их жители все время смеются? и что есть смех — способ общения, способ выжить или способ создания легенды? ""одесса – неповторимый город, он имеет свое лицо – полная узнаваемость. это музыка, литература, разговорный язык. как у нас говорят, первый куплет песни рождается всегда в одессе, а последний уже где-нибудь в магадане"", — рассказал риа новости жванецкий. герои фильма проживают ныне в москве, нью-йорке, берлине, вене, хайфе и других городах мира. ""все они в каком-то смысле сироты. они разъехались по всему миру, говорят на разных языках со своими детьми. и далеко не все их дети понимают специфический язык и юмор, который наши герои увезли с собой"", — рассказал бруньковский. известные деятели культуры, вспоминая одессу, размышляют, хотели бы они туда вернуться, зачем и ради чего? по мнению одного из героев фильма, журналиста виктора лошака, ""одесса очень хороша, чтобы остаться мифом для людей, которые из нее уехали"". ""мы счастливо в ней жили и счастливо уехали"", — резюмировал он.",culture,средства на фильм об одессе со жванецким соберут краудфандингом
60,"первая рабочая неделя после затяжных новогодних каникул обещает быть богатой на кинопремьеры – так, в четверг на российские экраны выходят ""омерзительная восьмерка"" квентина тарантино, продолжение знаменитой боксерской франшизы ""крид: наследие рокки"", режиссерский дебют кинокритика романа волобуева ""холодный фронт"" и четвертая по счету картина про приключения элвина и бурундуков. ""омерзительная восьмерка"" одной из самых ожидаемых премьер станет новый фильм тарантино ""омерзительная восьмерка"" о пестрой компании затерянных в снегах путешественников, среди которых охотник за головами, ковбой, генерал конфедератов и мексиканец. тарантино продолжает начавшуюся еще в ""бесславных ублюдках"" историческую тему и на этот раз запечатлевает сша xix века после окончания гражданской войны. практически все актеры, исполнившие основные роли, уже работали с тарантино — сэмюэл л. джексон, курт расселл, майкл мэдсен, тим рот. несмотря на то, что в широкий прокат в россии фильм выходит только в четверг, его уже показывают во многих кинотеатрах, и за первый уикенд картина собрала 105 миллионов рублей, оказавшись на третьем месте в пятерке лидеров проката. в сша ""омерзительная восьмерка"" стартовала в рождество, 25 декабря, и получила в основном положительные отзывы критиков. оценка критиков на сайте rotten tomatoes составляет 7.3 из 10, а зрительской аудитории — 3.8 из 5. согласно сайту ""кинопоиск"", российские критики не так радушно приняли новый фильм американского кинореформатора — рейтинг картины составляет 67%. ""наследие рокки"" подарком в новом году для поклонников знаменитой боксерской франшизы станет фильм ""крид: наследие рокки"" со сильвестром сталлоне и майклом б. джорданом в главных ролях. на этот раз на ринг выйдет адонис джонсон (джордан) — сын соперника, а позже лучшего друга рокки бальбоа аполло крида. адонис обращается к рокки (сталлоне) с просьбой тренировать его. несмотря на то, что рокки клянется, что вышел из игры, он замечает в адонисе силу и решимость, которые он помнит в самом аполло – яростном противнике, ставшем его лучшим другом. дав согласие, рокки тренирует молодого боксера, хотя бывшему чемпиону теперь противостоит противник куда более смертоносный, чем любой из тех, с кем он прежде сталкивался на ринге. по оценкам критиков, новый фильм франшизы получает интересное направление, при этом оставаясь верным своим корням. как отметил известный американский кинокритик роджер эберт ""крид"" так напоминает фильм 1976 года, который познакомил нас с рокки бальбоа, что ""те, кто никогда не видели этой картины, влюбятся в ""крида"" так же, как зрители влюбились в ""рокки"" 40 лет назад… в процессе фильм также напоминает нам, что в руках правильного режиссера, сильвестр сталлоне может быть потрясающим актером"". именно за этот фильм сталлоне получил первый в своей карьере ""золотой глобус"" в номинации ""лучший актер второго плана"". ""я благодарен рокки бальбоа за то, что все эти годы он был моим лучшим другом"", — признался на церемонии актер. ""холодный фронт"" не обойдется в день премьер и без русских фильмов. в четверг выходит дебют кинокритика романа волобуева, психологический триллер о разлюбившей друг друга паре в исполнении дарьи чаруши (""мертвые дочери"", ""любовь в большом городе 3"", ""звезда"") и александра молочникова (""братья ч"", ""чемпионы"", ""паук""). саша (чаруша) и илья (молочников) проводят зимние каникулы на севере франции на берегу океана, когда накануне нового года недалеко от их дома выбрасывает на берег тушу неизвестного науке животного. затем илья встречает девушку машу (светлана устинова), которой якобы негде ночевать. позже выясняется, что незваная гостья не так проста, как кажется. согласно ""кинопоиску"", российскому зрителю очень интересно, что вышло из смелого решения волобуева пересесть в режиссерское кресло: рейтинг ожидаемости картины составляет 95%. ""элвин и бурундуки"" анимационный фильм ""элвин и бурундуки: грандиозное бурундуключение"" расскажет о путешествии бурундуков элвина, саймона и теодора по америке. по словам режиссера фильма уолта бекера в этот раз ""бурундуки немного подросли, и этот фильм уже посвящен поискам себя и смысла жизни. мы хотим снять фильм, интересный и взрослым, и детям"". как обещают продюсеры, в музыкальном плане фильм никого не оставит равнодушным. каждая остановка во время путешествия бурундуков и майлза имеет свой особый музыкальный характер – от современных композиций в стиле ""хип-хоп"" и кантри в техасском баре до джаза, блюза, фанка нью-орлеана и латиноамериканских мелодий майами. четвертая по счету история про приключения грызунов не вызвал энтузиазма ни у зрителей, ни у критиков. rotten tomatoes дает ему оценку 3.4 из 10, а рейтинг среди кинокритиков на ""кинопоиске"" составляет всего 17%.",culture,"премьеры недели: новый тарантино, боксерская драма и русский триллер"
61,"соведущей дмитрия нагиева в третьем сезоне музыкального проекта ""голос. дети"" станет актриса валерия ланская, сообщается на сайте первого канала. ""новой ведущей третьего сезона шоу ""голос. дети"" стала актриса театра и кино, участница многих проектов первого канала валерия ланская"", — говорится в сообщении. в прошлых сезонах соведущими нагиева были модель наталья водянова и певица, участница взрослого ""голоса"" анастасия чеважевская. наставниками нового сезона проекта станут певцы дима билан, леонид агутин и пелагея. в прошлых сезонах, помимо билана и пелагеи, наставником был российский музыкант и продюсер максим фадеев. однако ранее фадеев подтвердил риа новости, что не будет участвовать в третьем сезоне ""голоса. дети"". шоу ""голос. дети"" — российская версия международного вокального проекта the voice kids.",culture,"валерия ланская станет новой ведущей третьего сезона шоу ""голос. дети"""
62,"федеральные музеи не испытывают больших трудностей в связи с сокращением численности вневедомственной охраны в культурных учреждениях, заявил в среду советник президента рф по культуре владимир толстой на пресс-конференции в миа ""россия сегодня"". ранее минкультуры рф владимир мединский сообщил, что достигнуто соглашение о сокращении на 60% численности сотрудников мвд во всех музеях рф, однако штат охраны федеральных музеев по внешнему периметру останется прежним. он отметил, что в настоящее время культурные ценности охраняются полицейскими, а административные зоны — охранниками чопов. ""та угроза, которая нависала… усилиями во многом министерства культуры, все-таки удалось минимизировать последствия этой оптимизации"", — добавил толстой.",culture,толстой: у музеев нет трудностей из-за сокращения числа охранников
