theme,title,text
politics,цик обратился в минюст за разъяснением ситуации с выдвижением ройзмана,"российский центризбирком обратился в минюст за разъяснением ""сложной коллизии"", которая возникла при выдвижении евгения ройзмана кандидатом партии ""яблоко"" в губернаторы свердловской области, сообщила в пятницу журналистам глава цик элла памфилова. на заседании в пятницу она призвала ""яблоко"" устранить недочеты, допущенные при выдвижении ройзмана.  на вопрос, какие именно недостатки в процедуре выдвижения отметил цик, она уточнила: ""это не претензия, а озабоченность, поскольку есть определённые шероховатости, я бы не хотела сейчас раскрывать""."
politics,"партия ""яблоко"" не согласна с претензиями по выдвижению ройзмана","партия ""яблоко"" считает, что претензии по выдвижению евгения ройзмана ее кандидатом в губернаторы свердловской области необоснованны, и если это подтвердился, партия уже со своей стороны обратится за помощью в цик россии, сказала риа новости председатель партии эмилия слабунова. глава цик россии элла памфилова в пятницу призвала ""яблоко"" устранить недочеты, допущенные при выдвижении ройзмана. она сказала, что выдвижение партиями кандидатов должно осуществляться строго в рамках закона, и напомнила, что несоблюдение этих требований является одним из оснований для отказа в регистрации.  она пояснила, что через несколько часов после того, как бюро партии выдвинуло ройзмана, ""свердловский цик уже попытался высказать эти претензии заранее"". ""что выдвижение должно состояться решением конференции или общего собрания. но так как организация, приостановлена работа всех ее руководящих органов, то все полномочия конференции переходят к бюро партии. и, соответственно, мы реализовывали эти полномочия. тут никаких претензий быть не может"", — сказала собеседница агентства."
politics,"лавров рассказал, чего ждет от предстоящей встречи путина и трампа","в москве рассчитывают, что в ходе встречи президентов россии и сша владимира путина и дональда трампа на g20 будут преобладать прагматизм и реализм, заявил глава мид сергей лавров.  он отметил, что от взаимодействия москвы и вашингтона зависит решение множества международных проблем, от обеспечения стратегической стабильности до урегулирования региональных кризисов. ""мы видим, с какой озабоченностью большинство стран мира воспринимает нынешнее ненормальное состояние этих отношений, которые стали заложником внутриполитической борьбы в сша"", — сообщил министр. в четверг советник американского президента по национальной безопасности герберт макмастер сообщил журналистам, что в ходе саммита g20 в гамбурге, который состоится 7-8 июля, трамп проведет встречи со многими мировыми лидерами, в том числе с путиным. как заявил риа новости пресс-секретарь российского лидера дмитрий песков, путин и трамп так или иначе встретятся ""на полях"" саммита ""двадцатки""."
politics,"отношения россии и сша находятся в ненормальном состоянии, заявил лавров","главное, что даст встреча президентов россии и сша – это завершение ненормального этапа в отношениях двух стран, заявил министр иностранных дел рф сергей лавров. в четверг советник американского президента по национальной безопасности герберт макмастер сообщил журналистам, что в ходе саммита g20 в гамбурге, который состоится 7-8 июля, трамп проведет встречи со многими мировыми лидерами, в том числе с путиным. как заявил риа новости пресс-секретарь российского лидера дмитрий песков, путин и трамп так или иначе встретятся на полях саммита ""двадцатки"". ""тем более, судя по телефонным разговорам, у них есть желание у обоих преодолеть ненормальность, которая сегодня сложилась, и начать договариваться по конкретным вещам"", — отметил он."
politics,"мид надеется, что встреча путина и трампа внесет ясность в отношения стран","москва рассчитывает, что встреча президента россии владимира путина и президента сша дональда трампа в гамбурге на саммите g20 внесет ясность в будущее отношений рф и сша, заявил глава мид сергей лавров. в четверг советник американского президента по национальной безопасности герберт макмастер сообщил журналистам, что в ходе саммита g20 в гамбурге, который состоится 7-8 июля, трамп проведет встречи со многими мировыми лидерами, в том числе с путиным. как заявил риа новости пресс-секретарь российского лидера дмитрий песков, путин и трамп так или иначе встретятся ""на полях"" саммита ""двадцатки"". ""лично я искренне надеюсь, что возобладает прагматизм, нацеленность на обеспечение национальных интересов реалистичными, наиболее эффективными методами"", — добавил российский дипломат."
politics,глава цик рассказала о выдвижении кандидатов на губернаторские выборы,"два десятка партий выдвинули в общей сложности 88 кандидатов на сентябрьских губернаторских выборах в 16 регионах россии, кроме того документы подал один кандидат-самовыдвиженец, сообщила глава российского центризбиркома элла памфилова. ""на выборах высших должностных лиц в 16 регионах россии на своих партийных мероприятиях 20 политических партий выдвинули уже сейчас 88 кандидатов, 78 из которых уже представили в соответствующие избирательные комиссии документы о выдвижении"", — сообщила памфилова на заседании цик в пятницу. ""я надеюсь, — судя по той тенденции, которая наметилась — что в регионах 10 сентября выборы губернаторов будут достаточно конкурентными"", — добавила глава центризбиркома. на выборах региональных парламентов, которые также состоятся в единый день голосования, к настоящему моменту 13 партий выдвинули 23 списка кандидатов в депутаты, сказала памфилова."
politics,"цик призвал ""яблоко"" устранить недочеты, допущенные при выдвижении ройзмана","глава цик россии элла памфилова призвала ""яблоко"" устранить недочеты, допущенные партией при выдвижении евгения ройзмана кандидатом в губернаторы свердловской области. в ходе заседания цик в пятницу памфилова подчеркнула, что выдвижение партиями кандидатов должно осуществляться строго в рамках закона, и напомнила, что несоблюдение этих требований к выдвижению является одним из оснований для отказа в регистрации."
politics,цик зарегистрировал двух новых депутатов госдумы - малова и курбанова,"цик россии в пятницу зарегистрировал двоих новых депутатов государственной думы — единоросса николая малова и коммуниста ризвана курбанова, получивших вакантные мандаты в связи с досрочным прекращением полномочий двоих парламентариев. на прошлом заседании цик принял постановление о передаче депутатского мандата марата сафина кандидату от ""единой россии"" малову, в пятницу он был зарегистрирован депутатом. на этом же заседании центризбирком передал курбанову мандат, ставший вакантным в связи с досрочным прекращением полномочий депутата госдумы от кпрф сергея решульского. в этот же день курбанов был зарегистрирован. ""зарегистрировать депутата государственной думы рф седьмого созыва курбанова ризвана данияловича"", — говорится в постановлении цик, принятом на заседании."
politics,сми узнали новые подробности ситуации с российской дипсобственностью в сша,"москва ждет от госдепа письменных предложений по разъяснению ситуации вокруг российской дипсобственности в сша, сообщает газета ""известия"" со ссылкой на источники в мид. по информации высокопоставленных источников издания в российских дипломатических кругах, пакет зеркальных мер уже подготовлен, но россия дает соединенным штатам время решить вопрос. ""недавно американская сторона пообещала в ближайшее время направить в мид предложения, каким образом вашингтон собирается положить конец дипкризису, поэтому в москве и решили ""пока подождать"", — пишут ""известия"".  администрация барака обамы в конце декабря 2016 года приняла пакет антироссийских санкций из-за ""вмешательства в выборы"" и ""давления на американских дипломатов"", работающих в россии. среди прочего сша закрыли доступ к двум жилым комплексам — так называемым загородным ""дачам"" постпредства россии в нью-йорке и посольства россии в вашингтоне, которые являются российской дипломатической собственностью. помощник российского президента юрий ушаков, комментируя арест российской собственности, заявил, что москва учитывает внутренние трудности американского президента дональда трампа, но без реакции это не оставит, если вашингтон ничего не сделает."
politics,путин и лукашенко проведут заседание высшего госсовета двух стран,"президенты россии и белоруссии владимир путин и александр лукашенко в москве проведут заседание высшего государственного совета союзного государства, сообщила ранее пресс-служба кремля.  кроме того, как сообщает пресс-служба, путин и лукашенко также проведут отдельную встречу, в ходе которой обсудят ключевые темы двусторонних отношений и актуальные международные проблемы. перед заседанием вгс лидеры двух стран примут участие в работе четвёртого форума регионов россии и беларуси. в этом году он посвящён развитию межрегиональной кооперации в сфере высоких технологий, инноваций и информационного сообщества. вопросы экономики ранее в правительстве республики сообщили, что в повестке экономической части переговоров девять вопросов, в том числе промышленной кооперации, взаимодействия в апк и транзита.      "
politics,"путин: отношения россии и германии развиваются, несмотря на сложности","президент россии владимир путин рад развитию отношений москвы и берлина, несмотря на сложности последнего времени, и рассчитывает на закрепление и развитие достигнутых результатов.  российский лидер положительно оценил проходящую в краснодаре конференцию городов-партнеров двух стран, в которой принял участие германский министр. ""мы получили самые бурные аплодисменты, когда говорили, что вопреки политическим разногласиям надо способствовать сближению, а не разделению людей"", — поделился габриэль с путиным впечатлениями о форуме."
politics,"военная разведка сша приравняла ""российских троллей"" к ядерным боеголовкам","это первый несекретный доклад военной разведки сша за последние 20 лет. до распада ссср в 1991 году подобные документы публиковались под названием ""советская военная мощь"".   жесткая стратегия независимости после возвращения в кремль в 2012 году владимир путин взял курс на восстановление россии в качестве великой державы и реструктуризацию мирового порядка, отмечается в докладе. текущая стратегия национальной безопасности россии, подписанная президентом путиным 31 декабря 2015 года, ""более жесткая"", чем предыдущая, опубликованная в 2009 году. в докладе говорится, что ""москва значительно расширила перечень угроз государственной и общественной безопасности, включив в них иностранные неправительственные организации (нпо), ""цветные революции"" и использование социальных сетей для разжигания беспорядков и подрыва политической и социальной стабильности"". особо подчеркнуто, что культуру, язык и историю россия склонна рассматривать как ""инструмент влияния"". ""в отличие от документа 2009 года, современная стратегия напрямую обвиняет соединенные штаты америки в действиях, создающих угрозу национальной безопасности россии"", — считают американские разведчики.   сверху видно все по данным американской военной разведки, кремль планирует до 2020 года потратить более 28 миллиардов долларов на увеличение потенциала его ядерной триады, включающей наземные баллистические ракеты, а также силы морского и воздушного базирования. из других видов оружия массового поражения в распоряжении россии может находиться химическое оружие, говорится в докладе. в 1997 году москва объявила о наличии 40 тысяч тонн боеприпасов, запрещенных конвенцией о запрете химоружия. к январю 2017 года было уничтожено 96,4% этих запасов, и россия к 2020 году намерена полностью избавиться от них. в то же время операция по освобождению заложников на дубровке в 2002 году заставляет предположить, что могут быть рассмотрены варианты использования некоторых видов химического оружия в контртеррористических акциях. доклад подробно анализирует состояние российских войск противовоздушной обороны, систем по предотвращению ракетных нападений, стратегическую авиацию страны. особая глава посвящена космической группировке российских вооружений. по сведениям военных разведчиков сша, сегодня москва располагает более чем 130 космическими аппаратами, находящимися на околоземных орбитах. их предназначение как гражданское, так и военное. это связь, навигация, геодезическая съемка, метеорологические наблюдения, а также разведка. авторы доклада характеризуют российскую космическую группировку как ""грозную"" и одновременно находящуюся в состоянии непрерывного обновления. "
politics,эксперт: договор о разграничении полномочий рф и татарстана стоит продлить,"договор о разграничении полномочий между россией и татарстаном, срок которого истекает в июле, стоит продлить, он не дает региону преференций, но важен для стабильности и политического имиджа республики, считает один из участников разработки договора, государственный советник при президенте татарстана по политическим вопросам в 1991-2008 годах, вице-президент академии наук татарстана рафаиль хакимов.  согласно договору, республика, в частности, имеет право осуществлять международные связи, поддерживать развитие самобытной национальной культуры за пределами региона, иметь представительство татарстана в москве. документом закреплены нормы, согласно которым в республике установлено два государственных языка — русский и татарский, кандидат на должность руководителя республики должен владеть обоими. кроме того, в договоре прописано право жителей республики иметь в паспорте вкладыш на татарском языке. ""для республики это имидж, конечно, это политический капитал, что мы можем договариваться с москвой. никаких преференций (экономических — ред.) там нет. но в политике бывает, что имидж иногда важнее, чем финансы, и большие проекты всегда требуют вмешательства политики. и мы пока самые первые с точки зрения инвестиционной привлекательности, а здесь политическая позиция татарстана тоже играет роль"", — сказал хакимов. кроме того, по мнению эксперта, данный договор — это некий элемент стабильности в республике и того, что предстоящие выборы пройдут спокойно. ""многие следят за ситуацией в татарстане, есть некая обеспокоенность. население боится, что потом снимут название президента, потом начнут ""давить"" республику — зачем вам республика. этот момент существует"", — пояснил он. хакимов считает, что шансы на подписание нового договора — 50 на 50. ""ну, и конечно, мы приверженцы федерализма, а договор — это элемент федерализма, закрепленный в конституции российской федерации"", — подчеркнул он. наименование высшего должностного лица республики, по мнению хакимова, должно остаться нынешним — президент татарстана. президент татарстана рустам минниханов ранее отмечал, что не видит ничего плохого в существовании договора о разграничении предметов ведения и полномочий между рф и татарстаном. по его мнению, договор дает хорошую динамику развития и повышает ответственность республики перед федеральным центром. в апреле текущего года делегаты iii съезда народов татарстана также высказывали убеждение в позитивной роли договора, который способствовал укреплению дружбы и взаимодействия между народами, социально-экономическому и общественно-политическому развитию татарстана и страны в целом. в связи с истечением срока договора делегаты в своей резолюции предлагали поручить органам государственной власти российской федерации и республики татарстан проработать формы урегулирования возникающих вопросов, касающихся разграничения полномочий между федеральным центром и татарстаном. другие новости региона читайте здесь"
